"Name","Progress","ProDetail","KnowledgeType","Topic","Summary","Priority","Category","CATE_CODE","Audio","CN","EN","Author"
"走了一万一千里路——顾城首度面世的诗手稿",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,"P","NA","顾城"
"斑纹——兽皮上的地图(a collection of proses)",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,"P","NO",
"当代散文大家精品文库——二月兰",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,"P","NA",
"2005年中国散文精选",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,"P","P",
"嫁衣之纫",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,"P","NO",
"七缀集",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,"P","NA",
"槐聚诗存",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,"P","NA",
"苗老汉聊天——雪泥爪印",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,"P","NA",
"词语的个人历史",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,"P","NA",
"Postcards from Ed",0,"HaveNotRead",,,0,0,"Proses Essays and Poems","PEP",,"P","NA"," Edward Abbey"
"南怀瑾说佛:现代学佛者",0.01,"PartialReading",,,0,0,"Religion","REL",,"P","NA",
"中国佛学经典文库——禅诗精选（高僧卷）",0.02,"PartialReading",,,0,0,"Religion","REL",,"E","NA",
"天使的传言",1,"ThroughReading",,,0,0,"Religion","REL",,"P","NA",
"西藏生死书(The Tibet Book of Live and Death)",1,"ThroughReading",,,0,0,"Religion","REL",,"P","NA","索甲仁波切"
"大藏经",0,"HaveNotRead",,,0,0,"Religion","REL",,"P","NA",
"佛教各宗派小丛书——天台宗概说",0,"HaveNotRead",,,0,0,"Religion","REL",,"P","NA",
"中国佛教图鉴（通览中国佛教二千年历史）",0,"HaveNotRead",,,0,0,"Religion","REL",,"P","NO",
"答问青壮年参禅者",0,"HaveNotRead",,,0,0,"Religion","REL",,"P","P",
"宗教教义与社会演化",0,"HaveNotRead",,,0,0,"Religion","REL",,"P","NA","Niklas luhmann "
"单纯理性限度内的宗教(Religion Within the Boundaries of Mere Reason)",0,"HaveNotRead",,,0,0,"Religion","REL",,"P","NA","Kant"
"神学的科学(Theological Science) ",0,"HaveNotRead",,,0,0,"Religion","REL",,"P","NA","Thomas F. Torrance"
"无形的宗教:现代社会中的宗教问题 ",0,"HaveNotRead",,,0,0,"Religion","REL",,"P","NA","T. Luckmann"
"神学研究:一种百科全书式的定位",0,"HaveNotRead",,,0,0,"Religion","REL",,"P","NA","G.Ebeling"
"宝积经",0,"HaveNotRead",,,0,0,"Religion","REL",,"P","NA",
"基督的二性 ",0.01,"PartialReading",,,0,0,"Religion","REL",,"P","NA","马丁.开姆尼茨"
"The Call",1,"ThroughReading",,,0,0,"Religion","REL",,"P","NA","Adam Hamilton"
"24 Hours that changed the world",1,"ThroughReading",,,0,0,"Religion","REL",,"P","NA","Adam Hamilton"
"Christian and World Religions",1,"ThroughReading",,,0,0,"Religion","REL",,"P","NA","Adam Hamilton"
"Things a Computer Scientist Rarely Talks About",1,"ThroughReading",,,0,0,"Religion","REL",,"P","NA","Donald E Knuth"
"3:16 Bible Texts Illuminated",0,"HaveNotRead",,,0,0,"Religion","REL",,"P","NA","Donald E Knuth"
"The Trouble with the Truth: Balancing Truth and Grace",0,"HaveNotRead",,,0,0,"Religion","REL",,"P","NA","Rob Renfroe"
"The Jesus I Never Knew",0.5,"PartialReading",,,0,0,"Religion","REL",,"P","NA","Philip Yancey"
"Who Is This Man?",0.7,"PartialReading",,,0,0,"Religion","REL",,"P","NA","John Ortberg"
"The case for faith",0.05,"PartialReading",,,0,0,"Religion","REL",,"P","NA","Lee Strobel"
"低智商社会",0.01,"PartialReading",,,0,0,"Self-development","SDP",,"P","NA","大前研一"
"专业主义",0.5,"PartialReading",,,0,0,"Self-development","SDP",,"P","NA","大前研一"
"沃顿商学院最受欢迎的谈判课(Getting More)",0.25,"PartialReading",,"Negotiation or persuasion",0,0,"Self-development","SDP",,"P","NA","Stuart Diamond"
"Style: Lessons in Clarity and Grace",0.5,"PartialReading",,,0,0,"English","ENG",,"P","NA"," Joseph M Williams"
"Secrets to Winning at Office Politics: How to Achieve Your Goals and Increase Your Influence at Work",1,"ThroughReading",,,0,0,"Self-development","SDP",,"P","NA","Marie G. McIntyre"
"Simply your work life",1,"ThroughReading",,,0,0,"Self-development","SDP",,"P","NA","Elaine St. James"
"影响力(Influence)",1,"ThroughReading",,"Negotiation or persuasion",0,0,"Self-development","SDP",,"NO","P","Robert B Cialdini"
"微动作读心术",1,"ThroughReading",,,0,0,"Self-development","SDP",,"E","NA",
"微表情读心术 ",1,"ThroughReading",,,0,0,"Self-development","SDP",,"E","P",
"微反应读心术",1,"ThroughReading",,,0,0,"Self-development","SDP",,"E","NA",
"Corporate Confidential: 50 Secrets Your Company Doesn't Want You to Know---and What to Do About Them",1,"ThroughReading",,"Worldly wisdom",0,0,"Self-development","SDP",,"E","NO"," Cynthia Shapiro"
"Nice Girls Don't Get the Corner Office: 101 Unconscious Mistakes Women Make That Sabotage Their Careers",1,"ThroughReading",,"Worldly wisdom",0,0,"Self-development","SDP",,"P","NA"," Lois P Frankel"
"Getting Ahead: Three Steps to Take Your Career to the Next Level",1,"ThroughReading",,"Worldly wisdom",0,0,"Self-development","SDP",,"NA","P"," Joel A Garfinkle"
"软能力",1,"ThroughReading",,,0,0,"Self-development","SDP",,"NA","P",
"心理操纵术",1,"ThroughReading",,,0,0,"Self-development","SDP",,"NA","P",
"美国大城市的死于生",1,"RoughReading","Hard-knowledge",,0,0,"Society and Culture","SOC",,,,"Jane Jacobs"
"好好修养爱",1,"ThroughReading",,,0,0,"Self-development","SDP",,"NA","P",
"两个人的孤独",1,"ThroughReading",,,0,0,"Self-development","SDP",,"NA","P",
"赢",1,"ThroughReading",,,0,0,"Self-development","SDP",,"NA","P",
"好好爱自己",1,"ThroughReading",,,0,0,"Self-development","SDP",,"NA","P","素黑"
"把时间当作朋友",1,"ThroughReading",,,0,0,"Self-development","SDP",,"NA","P","李笑来"
"Difficult Conversations: How to Discuss What Matters Most",0.05,"HaveNotRead",,"Worldly wisdom",0,0,"Self-development","SDP",,"NA","P"," Douglas Stone"
"The Secret Handshake: Mastering the Politics of the Business Inner Circle",0,"HaveNotRead",,"Worldly wisdom",0,0,"Self-development","SDP",,"NA","P","Kathleen Kelly Reardon"
"Talking from 9 to 5: Women and Men at Work",0,"HaveNotRead",,"Worldly wisdom",0,0,"Self-development","SDP",,"P","NA","Deborah Tannen"
"The Shadow Negotiation: How Women Can Master the Hidden Agendas That Determine Bargaining Success",0,"HaveNotRead",,"Worldly wisdom",0,0,"Self-development","SDP",,"NA","P"," Deborah Kolb"
"What Leaders Really Do",0,"HaveNotRead",,"Worldly wisdom",0,0,"Self-development","SDP",,"NA","P"," John P Kotter"
"Dealing with Difficult People",0,"HaveNotRead",,"Worldly wisdom",0,0,"Self-development","SDP",,"P","NA","Sandra A Crowe"
"说真话的艺术(Telling each other the truth)",0,"HaveNotRead",,,0,0,"Self-development","SDP",,"NO","P","William Backus"
"细节营销(Marketing Revealed: Challenging the Myths)",0,"HaveNotRead",,,0,0,"Self-development","SDP",,"NO","P","Willem Burgers"
"创新者的思考",0,"HaveNotRead",,"How to innovate?",0,0,"Self-development","SDP",,"NA","P","大前研一"
"看清你的思维图谱 (Thinking Visually)",0.1,"HaveNotRead",,,0,0,"Self-development","SDP",,"NA","P","Malcolm Craig"
"品红酒(The taste of red wine)",0.05,"HaveNotRead",,,0,0,"Self-development","SDP",,"NA","P","Louis Guillem"
"重来（rework）",1,"ThroughReading","Fastfood-knowledge","Time Management",0,0,"Self-development","SDP",,"NA","P","37Signals"
"Asking the Right Questions: A Guide to Critical Thinking 9th Edition",1,"ThroughReading",,,0,0,"Self-development","SDP",,"NA","P","M. Neil Browne"
"How To Solve It: A New Aspect of Mathematical Method",0,"HaveNotRead","Meta-Knowledge",,0,0,"Self-development","SDP",,"NA","P","George Polya"
"Thing Explainer: Complicated Stuff in Simple Words",0.02,"PartialReading",,,0,0,"Self-development","SDP",,"NA","P","Randall Munroe"
"The Monographs",0.1,"PartialReading",,,0,0,"Self-development","SDP",,"NA","P","Ben Cardall"
"The Joy of Reading: A Passionate Guide to 189 of the World's Best Authors and Their Works",0,"HaveNotRead",,,0,0,"Self-development","SDP",,"NA","P","Charles Van Doren"
"The 9 Steps to Financial Freedom",0,"HaveNotRead",,"Wealth Management",0,0,"Self-development","SDP",,"NA","P","Orman, Suze"
"Suze Orman's Financial Guidebook: Put the 9 Steps to Work",0,"HaveNotRead",,,0,0,"Self-development","SDP",,"NO","P","Orman, Suze"
"不顾诸神：现代印度的奇怪崛起",0.01,"PartialReading",,,0,0,"Society and Culture","SOC",,"NO","P",
"图解中国茶经",0.01,"PartialReading",,,0,0,"Society and Culture","SOC",,"P","NA",
"图说天下·国家地理系列-全球最美的100个地方 (The top 100 beautiful places in the world )",0.01,"PartialReading",,,0,0,"Society and Culture","SOC",,"P","NA",
"话说中国大风一曲振河山",0.01,"PartialReading",,,0,0,"Society and Culture","SOC",,"P","NO",
"客厅文库休闲读物——礼品事典 ",0.01,"PartialReading",,,0,0,"Society and Culture","SOC",,"P","NA",
"实学简史（经典插图本）",0.01,"PartialReading",,,0,0,"Society and Culture","SOC",,"NO","P",
"不可思议的年代(The age of the unthinkable)",0.01,"HaveNotRead",,,0,0,"Society and Culture","SOC",,"NA","P","Joshua Ramo"
"组织行为学",0.01,"PartialReading",,,0,0,"Society and Culture","SOC",,"NA","P","边一民&徐力 etc"
"文明是副产品",0.01,"HaveNotRead",,,0,0,"Society and Culture","SOC",,"NO","P","郑也夫"
"文人谈饮食",0.02,"PartialReading",,,0,0,"Society and Culture","SOC",,"NA","P",
"诸神的争吵:国际冲突中的宗教根源",0.05,"PartialReading",,,0,0,"Society and Culture","SOC",,,,
"酱缸——搅动看真相",0.1,"PartialReading",,,0,0,"Society and Culture","SOC",,,,"柏杨"
"性学十三讲",0.3,"PartialReading",,,0,0,"Society and Culture","SOC",,,,
"美国政府概况(Introduction to American Government)",0.2,"PartialReading",,,0,0,"Society and Culture","SOC",,,,
"不确定性(Uncertainty)",0.33,"PartialReading",,,0,0,"Society and Culture","SOC",,"E","P","Mitchell Small"
"The European coffeehouse culture",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,"P","NA",
"Much depends on dinner",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,"Margaret Visser "
"你如此需要安慰——关于爱的对话 ",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,"李银河"
"The Chrysanthemum and the Sword ",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,"Pauling Kent "
"FBI教你破解身体语言",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"男人其实很忧郁",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"揭秘美国医疗制度及其相关行业",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"中国人的精神",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,"辜鸿铭"
"书写的神话：西方文化中的文学",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"知道点：世界文化 (World Culture)",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"八大胡同捌章",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"聆听西藏-以图片的方式 ",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"京城胡同留真",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"潜规则：中国历史中的真实游戏",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"隐蔽的秩序",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"与机器赛跑",1,"ThroughReading",,,0,0,"Society and Culture","SOC",,,,
"图说中国文化——图说中国舞蹈",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"明日之中国文化:中印欧文化十讲",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"图说天下·国家地理系列(2)-黄金典藏版.欧洲(Geography of Europe)",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"图说天下·国家地理系列(2)-黄金典藏版.亚洲大洋洲(Geography of Asia and Oceania)",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"A G-MAN'S LIFE: The FBI  Being 'Deep Throat'  and The Struggle For Honor in Washington",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,"Mark Felt"
"The Traditional Chinese Festival And Tales",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"欧洲文化史(European Culture History)",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"惊世骇俗的另类幽默经典:魔鬼辞典 (Haven't gotten the English version)",0.01,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"岩松看美国",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中国人最易误解的文史常识",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"南怀瑾讲述--漫谈中国文化",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"林语堂文集——美国的智慧(精装)",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"林语堂文集——印度的智慧(精装)",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"茶文化系列丛书--茶香美食",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"客厅文库休闲读物——雪茄 ",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中国民俗文化丛书——玩具（弘扬中国传统文化 建设民族精神家园） ",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"漩涡·文化系列——婚俗与中国传统文化 ",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"家庭书架——话说中国人之三教九流",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"先民的歌唱-诗经",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"阅读城市",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中国文化杂说-茶酒文化卷",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中华民俗文化丛书：拱手·鞠躬·跪拜",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中华民俗文化丛书：车马·溜索·滑竿",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中华民俗文化丛书：猜拳·博戏·对舞",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中华民俗文化丛书：姻缘·良缘·孽缘",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中华民俗文化丛书：姓氏·名号·别称",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"中华民俗文化丛书：掮客·行商·钱庄",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"唐宋八大家集",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"The Descent of Woman: The Classic Study of Evolution ",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,," Elaine Morgan"
"支配社会学",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,"韦伯"
"中国国民性演变历程",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,"张宏杰"
"技术元素(The Technium)",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,"Kevin Kelly"
"中国传统节日及传说",0,"HaveNotRead",,,0,0,"Society and Culture","SOC",,,,
"Advanced R",0.01,"PartialReading",,,0,0,"Statistics","STAT",,,,"Hadley Wickham"
"Bayesian Data Analysis",0.01,"PartialReading",,,0,0,"Statistics","STAT",,,," Andrew Gelman"
"XML and Web Technologies for Data Sciences with R",0.02,"PartialReading",,,0,0,"Statistics","STAT",,,," Deborah Nolan"
"Latent Variable Modeling with R",0.01,"PartialReading",,,0,0,"Statistics","STAT",,,," W. Holmes Finch"
"Learning Spark: Lightning-Fast Big Data Analysis",0.01,"PartialReading",,,0,0,"Statistics","STAT",,,," Holden Karau"
"Natural Language Processing with Python",0.1,"PartialReading",,,0,0,"Statistics","STAT",,,,"Steven Bird"
"Statistical Analysis of Network Data with R",0.1,"PartialReading",,,0,0,"Statistics","STAT",,,,"Eric D. Kolaczyk"
"Pattern Recognition and Machine Learning 1st Edition",0.1,"PartialReading",,,0,0,"Statistics","STAT",,,,"Christopher M. Bishop"
"Design of Experiments: An Introduction Based on Linear Models",0.1,"PartialReading",,,0,0,"Statistics","STAT",,,,"Max Morris"
"R for Marketing Research and Analytics ",1,"IntensiveReading",,,0,0,"Statistics","STAT",,,," Christopher N. Chapman"
"Model Assisted Survey Sampling",0.5,"PartialReading",,,0,0,"Statistics","STAT",,,," Carl-Erik Särndal"
"时间序列",0.5,"PartialReading",,,0,0,"Statistics","STAT",,,,
"Human side of statistical consulting",0.6,"PartialReading",,,0,0,"Statistics","STAT",,,,
"Measure Theory and Probability Theory",0.9,"PartialReading",,,0,0,"Statistics","STAT",,,,"Krishna B. Athreya"
"概率论",1,"ThroughReading",,,0,0,"Statistics","STAT",,,,
"Applied Predictive Modeling",1,"IntensiveReading",,,0,0,"Statistics","STAT",,,,"Max Kuhn & Kjell Johnston"
"statistical inference",1,"ThroughReading",,,0,0,"Statistics","STAT",,,,
"Probabilistic Graphical Models: Principles and Techniques",0.05,"PartialReading",,,0,0,"Statistics","STAT",,,," Daphne Koller"
"R Packages",0.2,"PartialReading",,,0,0,"Statistics","STAT",,,," Hadley Wickham"
"Data Analysis Using Regression and Multilevel/Hierarchical Models ",0.02,"PartialReading",,,0,0,"Statistics","STAT",,,,"Andrew Gelman"
"Applied Statistics: A Handbook of Techniques ",0.5,"PartialReading",,,0,0,"Statistics","STAT",,,," Lothar Sachs"
"Advances in Longitudinal Methods in the Social and Behavioral Sciences ",0,"ReferenceBook",,,0,0,"Statistics","STAT",,,," Jeffrey R Harring"
"Handbook of Structural Equation Modeling ",0,"ReferenceBook",,,0,0,"Statistics","STAT",,,," Rick H Hoyle"
"Taming Text: How to Find Organize and Manipulate It",0,"HaveNotRead",,,0,0,"Statistics","STAT",,,,"Grant S. Ingersoll"
"Foundations of Statistical Natural Language Processing",0.01,"PartialReading",,,0,0,"Statistics","STAT",,,,"Christopher D. Manning"
"Modern Optimization with R",0,"HaveNotRead",,,0,0,"Statistics","STAT",,,," Paulo Cortez"
"Mastering Regular Expressions",0,"ReferenceBook",,,0,0,"Statistics","STAT",,,," Jeffrey E. F. Friedl"
"Regular Expressions Cookbook",0,"ReferenceBook",,,0,0,"Statistics","STAT",,,," Jan Goyvaerts"
"Regular Expression Pocket Reference: Regular Expressions for Perl  Ruby  PHP  Python C  Java and .NET ",0,"ReferenceBook",,,0,0,"Statistics","STAT",,,,"Tony Stubblebine"
"An Introduction to Statistical Learning",0.5,"PartialReading",,,0,0,"Statistics","STAT",,,,"  T. Hastie D. Witten &  G. James  Tibshirani"
"Statistical Rethinking: A Bayesian Course with Examples in R and Stan",0.1,"PartialReading",,,0,0,"Statistics","STAT",,,," Richard McElreath"
"Causality: Models Reasoning and Inference",0.01,"PartialReading",,,0,0,"Statistics","STAT",,,,"Judea Pearl"
"Sentiment Analysis",0.01,"PartialReading",,,0,0,"Statistics","STAT",,,,"Bing Liu"
"自卑与超越",1,"ThroughReading","Meta-Knowledge",,0,0,"Philosophy and Psychology","PPY",,,,"Alfred Adler"
"不正常人类研究所",1,"ThroughReading","Hard-knowledge",,0,0,"Philosophy and Psychology","PPY",,,,"冈田尊司"
"痛苦心理学",0.2,"PartialReading","Hard-knowledge",,0,0,"Philosophy and Psychology","PPY",,,,"林昆辉"
"生活中的道德怪圈",0.33,"PartialReading","Fastfood-knowledge",,0,0,"Philosophy and Psychology","PPY",,,,"Rainer Erlinger"
"人情与面子：中国人的权力游戏",0.3,"PartialReading","Hard-knowledge","Worldly wisdom",0,0,"Society and Culture","SOC",,,,"黄光国"
"时间的形状",0.01,"RoughReading","Hard-knowledge","Origin of the universe",0,0,"Physics","PHY",,,,
"The Crowd",0.01,"RoughReading","Hard-knowledge","Social Psychology",0,0,"Philosophy and Psychology","PPY",,,,
"The Death and Life of Great American Cities",0.01,"RoughReading","Hard-knowledge",,0,0,"Society and Culture","SOC",,,,"Jacobs J"
"Animal spirits",0.01,"RoughReading","Hard-knowledge",,0,0,"Business & Economics & Management","BEM",,,,"George A.Akedof and Robert J.Shiller"
"演说之禅",,"HaveNotRead",,"Public Speaking",0,0,"Self-development","SDP",,,,
"简单思考",0.01,"RoughReading","Fastfood-knowledge","Start business",0,1,"Self-development","SDP",,,,"森川亮"
"微观经济学纵横谈",,"HaveNotRead",,,0,0,"Business & Economics & Management","BEM",,,,
"离经叛道",,"HaveNotRead",,,0,0,"Business & Economics & Management","BEM",,,,
"安静的力量",0.01,"RoughReading",,"Spiritual practice",0,0,"Self-development","SDP",,,,
"上帝掷骰子吗？",,"HaveNotRead",,"Origin of the universe",0,0,"Physics","PHY",,,,
"隐藏的现实：平行宇宙是什么？",,"HaveNotRead",,"Origin of the universe",0,0,"Physics","PHY",,,,
"商业的本质",,"HaveNotRead",,"Marketing Management",0,0,"Business & Economics & Management","BEM",,,,
"人性的弱点",0.01,"RoughReading","Fastfood-knowledge","Social Skill",1,0,"Self-development","SDP",,,,
"Animal Spirits(动物精神)",0.01,"RoughReading","Hard-knowledge","Psychological forces under global financial crisis",1,0,"Society and Culture","SOC",,,,
